SMILES,gap
c1ccc2c(c1)c1ccccc1c1ccccc21,158.900339
BrCCBr,225.9327329
CC(=O)c1cccc(Br)c1,168.7064222
OC(=O)c1cscn1,189.5315633
COc1ccccc1Cl,191.2998837
Brc1ncccn1,188.4560129
O=N(=O)c1cccc(C=C)c1,156.5904784
OC(=O)c1ccc(Br)cc1,173.8206205
Brc1cccc2C(=O)C(=O)Nc12,140.7828992
BrC#N,241.9128771
CC1=CC(=O)OC(C)(C)O1,193.3292478
COC(=O)[C@H]1CC(=O)[C@@H](CC1=O)C(=O)OC,195.0743503
Sc1ccc(Cl)cc1,172.9094774
Nc1cc(Br)ccc1Br,170.6774279
OC[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@@H]1O,231.9555643
OCCc1ccc(Cl)cc1,189.4650474
COc1cccc(Br)n1,179.0101199
OC(=O)C#C,218.0637701
CS(=O)(=O)Cl,229.0853381
Brc1ccc(Oc2ccccc2)cc1,171.9638214
Oc1ccc(C=O)c(O)c1,171.2723065
Cc1cccnc1C,194.1964652
OC(=O)c1cccc(c1)C(F)(F)F,189.1192899
CC(=CC=O)C,191.073353
COC(=O)c1ccc(N)cc1,167.2261284
Clc1ccc(C=C)cc1,163.0400159
CC(C)OC(=O)C,254.6776652
CCOC(=O)C(C)(Br)C(=O)OCC,207.8535711
CCOC(=O)CC(=O)CCl,213.943546
COC(=O)CCCCCC(=O)OC,247.1569698
O[C@@H]([C@@H](O)c1ccccc1)c1ccccc1,188.6844262
CC(=O)C(C)(C)C,215.7896774
OC(=O)/C=C/c1cccc2ccccc12,138.8388763
Clc1cnccn1,185.6322224
O=C1OC(=O)c2ccccc12,179.853492
NC(=O)C(F)(F)F,247.3828731
COc1cccc(c1)C(=O)N,172.7274998
CC(=O)C(=O)c1ccccc1,160.4157733
CCC#CCBr,207.7657199
N#CC1CC1,255.0196576
C1CNc2ccccc2C1,169.5918374
CCC(=O)c1occc1,174.9055836
CCCCCCC#C,242.2015313
COc1ccc(cc1)P(c1ccc(OC)cc1)c1ccc(OC)cc1,158.5100284
CCCCCCCC,264.9305347
CC[N][C][N]CCCN(C)C,207.6659459
[N-]=[N+]=NP(Oc1ccccc1)(Oc2ccccc2)=O,193.483615
CCN(CC)c1ccccc1,167.1389047
O=C(C1CCCCC1)C1CCCCC1,203.7069917
COC(=O)c1cnc(Cl)c(Cl)c1,172.530462
CC(=O)Nc1ccc(cc1)C(F)(F)F,180.2801982
C[Si](C)(C)C#N,258.3165899
Nc1scnn1,191.358242
CCOC(CCCN)OCC,229.8615668
NCCc1c[nH]c2ccccc12,167.0322281
CCCC#C,243.7815989
Clc1cccnc1,190.7037502
CCOC(=O)C(=O)C(F)(F)F,186.2478087
CSc1nccc(Cl)n1,168.1441741
OCc1ccc(cc1C(F)(F)F)C(F)(F)F,194.8653898
CC(=O)c1ccccc1C,178.4177514
Cc1ccc(cc1)S(=O)(=O)F,190.1559348
OC(=O)c1ccc(Cl)cc1Cl,178.7415461
OC(=O)[C@H]1CCCN1,213.074446
Cc1cnccn1,185.0323238
S=c1cc[nH]cc1,139.2147542
O[C@@H](c1ccccc1)c1ccc(Cl)cc1,184.2234647
C[C@H](CCC=C(C)C)CC=O,196.0557744
C[C@H]1CCCO1,240.19664
CC(NC=C)=O,195.2820558
N#CCNCC#N,232.9269482
CC1=CCOC1=O,206.6694616
N#Cc1[nH]ncn1,204.2096264
CCCC[C@H]1CO1,256.8419437
CCOC(=O)C(CC=C)C(=O)OCC,220.7714714
OC(=O)[C@H]1CCC(=O)N1,233.4088751
CC(C)CCO,252.852869
ClCCCS(=O)(=O)Cl,214.0106894
Fc1c(Cl)cccc1C#N,178.215066
OCC(Cl)(Cl)Cl,240.7287676
C=CCOCC=C,220.7539011
CCOC(=O)[CH][N][N],176.8521165
Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12,146.7580399
CC(=CCCC(=C)C=C)C,176.9286726
C[C@@H](N)CN,222.0873578
C1C=Cc2ccccc12,171.7743137
Brc1cscc1,184.8716815
OCCc1ccccn1,192.7946101
Cc1ccc(C(=O)O)c(O)c1,178.7635089
O=C1CCCCCC1,212.4161891
Brc1ccc(C=O)cc1,167.2575039
Cc1cccnc1C(=O)O,184.4882735
OCCc1sccc1,188.07888
Clc1ccc2nccn2n1,156.8214017
Cc1ccc(cc1)S(=O)(=O)N1CCCC1,184.4135999
CCN(CC)c1ccc2c(c1)Oc1cc(ccc1[C@@H]2c1ccc(cc1S(=O)(=O)[O])S(=O)(=O)Cl)N(CC)CC,110.2865893
[SiH2](c1ccccc1)c1ccccc1,192.1746313
CC(C)(C)C1CCC(=O)CC1,209.5321577
Cc1ccc(C)c(C=C)c1,169.9903056
NNS(=O)(=O)c1ccccc1,194.3571076
CC(=O)Oc1ccc(cc1)C(=O)C,175.8217467
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)Cl)C(=O)C2,189.8666531
C(n1ccnc1)c1ccccc1,182.8222371
C1CCC(=CC1)c1ccccc1,170.4540347
O=C1OC(=O)[C@H]2CCCC[C@H]12,230.713724
Brc1ccc(cc1)C#Cc1ccc(Br)cc1,143.3525485
C1CNC2=NCCCN2C1,192.2756602
Ic1ccccn1,180.4006799
FC(F)(F)C(=O)Oc1ccccc1,189.1531754
COC(=O)C(C)C,249.818863
Clc1[nH]nc2ccccc12,155.1032821
FC(F)(F)c1ccccn1,201.3488128
C(Nc1ccccn1)c1ccccc1,169.3132234
CC1(C)[C@H]2CC[C@H](C2)C1=C,216.3450229
COC(=O)C#CC(=O)OC,210.1897871
ClP(=O)(Cl)c1ccccc1,190.1295794
O=C1CCO1,254.4781173
CCCCOC(=O)/C=C/c1ccccc1,157.7626652
CN(C)c1ccccc1c1ccccc1P(C1CCCCC1)C1CCCCC1,156.0947463
COc1ccc(N)cc1OC,168.103386
CC(C)(C)OC(=O)C=C,209.0753311
COc1ccc(C=O)cc1OC,159.6018941
O(c1ccccc1)c1ccccc1,177.5248061
O=C1CCCN1c1ccccc1,179.9087128
Cc1ccccc1I,184.2021294
CC(C)(O)c1ccccc1,199.9438202
O=C1NCCO1,243.6604897
O=C1CN(C[C@@H]2N1CCc1ccccc21)C(=O)C1CCCCC1,189.5999618
Cc1cc(C)nc(N)c1,176.5239293
COc1c(Cl)cccc1Cl,191.0112296
COC(=O)c1ccc2cc[nH]c2c1,158.3650738
ClC(Cl)(Cl)C#N,238.0593443
Oc1ccc(I)cc1,174.9984549
CC(C)[C@@H]1CC[C@@H](C)CC1=O,208.1252825
c1ccc(cc1)/N=N/c1ccccc1,143.5953945
CCSSCC,180.2638829
CSc1ccc(Cl)cc1,179.2749287
NC=O,250.3422055
OCc1occc1,202.0685657
S=c1nc[nH]c2nc[nH]c12,138.9047647
N#Cc1ccccc1C#N,177.9552773
CC(=O)c1c(C)cccc1C,176.5596973
C[C@@H](N)C(=O)O,226.7315519
C1CNCCN1,210.5236219
Nc1cccc2ccc(O)cc12,143.8200427
CCCC#CC(=O)O,215.410662
Cc1ccccc1N(=O)=O,172.6132932
BrCc1cccc(CBr)c1,182.8303947
COc1cccc(c1)C#N,171.6017487
O=C1C=Cc2cccc3cccc1c23,128.8947412
CC(C)CO,251.6894673
Fc1cccc(Br)c1,189.2868348
CS(=O)(=O)O,274.4209809
S=c1[nH]c2ccccc2s1,150.9090119
CCCCCCCCCCCCCCl,253.5029683
COC(=O)c1c[nH]c2ccccc12,167.1169419
CC(C)(C)Oc1ccc(C[C@H](N)C(=O)O)cc1,186.5709759
Fc1ccccc1C#N,183.6568241
COC(=O)CC(=O)Cl,231.6637726
N#Cc1ccncc1,187.6885694
Cl[C@H]1SC(=C(C)N1Cc1ccccc1)CCO,157.259403
CC(=O)c1ccccn1,182.0064754
C[Si](C)(C)OP(O[Si](C)(C)C)O[Si](C)(C)C,215.0705521
Brc1ccc2ncccc2c1,157.6333983
CCc1cccc(N)c1,176.5822876
CCCSSC,182.8316497
ClC(=O)Cc1ccccc1,189.1625881
O=Cc1sccc1,168.696382
Brc1ccccc1C=C,170.5218057
OC(=O)CCc1cccnc1,194.7762836
Clc1cscc1,187.03596
NCCO,233.0926106
CC(=O)c1cccnc1,182.8605152
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,197.5134778
ClCc1cccc2ccccc12,154.7261491
CCCCC[C@@H](O)C#C,238.071267
CCC#CCO,230.5499441
Oc1ccccc1O,184.9319224
C=CCOc1ccccc1C=O,163.9222935
C[C@@H](NC(=O)C)C(=O)O,224.8452598
OC(=O)c1cccnc1Cl,176.9362027
N#Cc1occc1,184.7286095
Cc1c(Br)c(O)c(Br)cc1[C@]1(OS(=O)(=O)c2ccccc12)c1cc(Br)c(O)c(Br)c1C,161.1342711
CCCBr,231.8601829
C[C@@H](CCC=C(C)C)C=O,192.7519395
OCC(F)(F)C(F)(F)C(F)(F)C(F)F,267.5823878
S=c1[nH]cccn1,139.235462
OC(=O)c1sccc1,175.6253364
CCN(CC)S(F)(F)F,212.1068271
COC(=O)CCCCl,248.3693172
Fc1cc(F)cc(F)c1,207.8479235
[O][S@@](c1ccccc1)c1ccccc1,176.2522179
Cc1cc(Cl)nc2ccccc12,160.9692362
CCCCCCBr,232.4299611
NC1CC1,235.4250616
BrCC(=O)OCc1ccccc1,199.9149548
NNc1ccc(cc1)C#N,167.861795
O=Cc1csc2ccccc12,154.1751962
CCC(C)(O)CC,244.1016285
CCc1ccccc1,199.3853372
ClS(=O)(=O)C1CCCCC1,218.5337743
C1CCc2ccccc2C1,193.553896
C=C(c1ccccc1)c1ccccc1,164.6608716
COc1ccc(NC(=O)c2ccccc2)cc1,149.8108712
[nH]1c2ccccc2cc1c1ccccc1,147.008416
C[Si](C)(C)C,251.7948888
Cn1cnc(Br)c1Br,195.4132052
O=C1C=CC(=O)C=C1,157.7086994
OCCC#C,243.4948273
CN(C)C(=S)Cl,170.504863
CSc1ccc(Br)cc1,178.387631
O=C1CCCc2[nH]ccc12,181.1543182
Nc1ccccn1,176.0300797
OCC#CCO,219.068412
CC(C)(C)c1cc(C=O)c(O)c(c1)C(C)(C)C,151.1110698
CC(C)C(=O)C,216.353808
Clc1sccc1Br,178.1529426
CC(=O)c1cccc(N)c1,153.8507741
COC(=O)CC(=C)C(=O)OC,205.4364065
C(n1cccc1)c1ccccc1,170.7295112
O=N(=O)c1ccccc1c1ccccc1N(=O)=O,166.0344888
COC(=O)C(F)C(=O)OC,247.657722
Brc1cc2OCOc2cc1C=O,153.2333052
Nc1c(F)cc(F)cc1F,178.8952858
CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,197.0014305
COc1cccc(OC)c1C#N,173.2847278
Cc1cc(Br)cc(C)c1N,172.2305127
[nH]1cccn1,227.3163903
COc1ccccc1N,178.5137603
FC(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,275.8680166
C/C=C/C=O,194.9588887
Oc1cccc2cccnc12,153.1172161
CCOC(C)(OCC)OCC,251.105884
Cc1cccc(C)c1Br,190.2243333
CCOC(=O)C=O,188.4905259
O=Cc1cocc1,184.1318484
ON1C(=O)c2ccccc2C1=O,160.7157226
CC(C)(C)c1cccc(O)c1,186.2446712
OOC(=O)c1cccc(Cl)c1,173.2433122
CC1(C)[C@H]2CC=C(CO)[C@@H]1C2,204.9569896
N[C@@H](CO)c1ccccc1,198.7622207
c1ccc(cc1)c1ccccc1c1ccccc1,164.7531155
CCCCCCN=C=O,248.282721
O=N(=O)CC(=O)c1ccccc1,175.2739314
COc1cnccn1,180.1258309
Fc1c(F)c(F)c(Cl)c(F)c1F,195.57322
Nc1cccc(Cl)c1C(=O)O,168.8538868
Cc1ccc(cc1)[S@@](C)[O],180.2896108
O=C1OCc2cc(ccc12)C#N,176.7215946
COc1ccc(NC(=O)C)cc1,171.9631939
CC(=C)[C@H]1CC=C(C)C(=O)C1,182.3798433
CC(C)(C)OC(=O)N1CCC[C@@H]1C(=O)O,220.6120841
c1ccc(cc1)/C=C/c1ccccc1,142.5857325
CCOC(=O)C(=O)c1ccc(C)cc1,162.5643641
CC(C)CCC[C@@H](C)[C@H]1CC[C@@H]2/C(=C/C=C/3\C[C@@H](O)CCC3=C)/CCC[C@]12C,169.1525811
CC(C)C1CCC(=O)CC1,209.6269116
CCOC(=O)[C@@H](O)[C@@H](O)C(=O)OCC,235.1947658
O=N(=O)c1cccc(c1)c1ccccc1,152.9917143
ClCCCCBr,232.3057143
COC(=O)c1cccc2cc[nH]c12,152.9402585
CCOC(=O)CF,254.4950601
Oc1cc(O)c2c(=O)cc(oc2c1)c1ccccc1,153.4234405
CO[Si](OC)(OC)OC,263.6485339
OC(=O)c1cccnn1,170.6906056
C=CCCC=C,221.6255111
OC(=O)[C@@](c1ccccc1)(c1ccccc1)c1ccccc1,178.5350956
FC(F)(F)c1cccc(I)c1,180.1647365
C[C@@H](Br)C(=O)c1ccccc1,174.2209713
Oc1ccccc1,187.9289054
C[C@@H](Cl)C(=O)C,213.6216339
CC1(C)OC[C@@H](O1)C=O,205.8781728
Fc1ccc(I)cc1,180.6899615
OCC(O)CO,233.6492111
CI,195.293351
COc1ccc(cc1OC)C#N,174.623832
CCOC(=O)[C@@H](Cc1ccccc1)C(=O)C,191.877192
COC(=O)C(=O)C(F)(F)F,187.1131437
N#Cc1cccc2ccccc12,150.4873259
O=N(=O)c1cccc(I)c1,156.3583001
Cc1ccc(O)c(c1)C(=O)c1ccccc1,156.8690924
CC(=O)CS(=O)(=O)c1ccc(C)cc1,186.5050874
CC1(C)O[C@H](CP(c2ccccc2)c2ccccc2)[C@H](CP(c2ccccc2)c2ccccc2)O1,166.8439754
COc1cc(OC)c(C=O)c(OC)c1,167.6973877
CC(C)(C)OC(=O)N,251.2753114
NC(=O)c1cccc(N)c1,163.5589658
O=N(=O)c1ccc(/C=C/C=O)cc1,148.9925994
Clc1ccnc(Br)c1,187.6151509
COC(=O)c1ccc(F)cc1,186.4216287
COc1ccccc1/C=C/C=O,147.218004
COc1ccc(cc1)C(=O)CBr,161.5157965
OC(=O)c1cscc1,183.8607645
N[C@@H](CO)C(=O)O,229.7210048
CCCCC(C)(C)O,244.1204538
CCOC(=O)c1cc(C(=O)OCC)c(C)nc1C,178.3832384
C#CCc1ccccc1,200.2971077
[nH]1cncc1c1ccccc1,163.1592426
Cc1ccc(COc2ccc(CO)cc2)cc1,180.4006799
CC(C)(C)OC(=O)NCC(=O)O,231.8815182
Cc1cccc(C)c1C#N,180.7257295
O=C1C(=O)c2cccc3cccc1c23,144.0666538
CCOC(=O)C(F)(F)F,250.6992581
COc1ccc(cc1)C(=O)O,178.2489515
c1ccc2cc3ccccc3cc2c1,126.7737607
C1CC=CO1,209.2573088
Brc1cccc2ncccc12,155.1528553
COc1ccc(Br)c2ccccc12,149.7788682
Cc1ccc(c(N)c1)C(=O)O,157.4972289
C1CCCCCC=CCCCC1,212.5906366
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,207.0647923
ClP(Cl)Cl,205.7802814
O=c1cc[nH]cc1,184.4713308
OCc1cccc(CO)n1,189.0427338
N(c1ccccc1)c1ccccc1,159.8208947
C1CCC(CC1)C1CCCCC1,244.2051675
ClC(=S)Cl,154.192139
Fc1cncc(F)c1,192.8423008
Cc1cccc(C)c1N(=O)=O,171.1869652
CC[C@@H](C)N,230.5725345
CC[C@@H](C)c1ccccc1N,176.7573626
COc1cccc(C=O)c1,162.5875819
OC(=O)c1ccccc1O,165.4289427
Nc1ccccc1Cl,174.7869844
C/C=C/CBr,204.359601
CC(=CCO)C,213.565158
CC(=C)C=O,195.2017347
CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1,157.8197685
C=C1CCCCC1,215.7708522
CC(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,184.8886243
CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C,185.251952
C[Si](C)(C)OC(=C)c1ccccc1,168.2803435
OC(=O)c1ccc2ccccc2c1Br,150.8845391
CCOC(CN)OCC,230.6597582
Oc1c(Cl)cc(Cl)cc1C=O,155.9416341
C=Cn1c2ccccc2c2ccccc12,151.3765061
OC(=O)c1ccccc1,186.4216287
CCN(CC)C(=O)CCl,208.853193
COc1cc(C=C)ccc1O,157.8699692
C[Si](C)(C)OCC#C,232.2348058
Oc1ccc(cc1)[C@]1(OC(=O)c2ccccc12)c1ccc(O)cc1,161.2785981
CSc1ccc(F)cc1,183.5363424
FC(F)(F)c1ccc(Cl)cc1,191.1574392
O=C(/C=C/c1ccccc1)c1ccccc1,146.5057812
OC/C(=C(\Br)/CO)/Br,191.3431818
ClS(=O)(=O)C1CC1,229.0094096
CC(=CCC/C(=C/CO)/C)C,200.8875937
COC(=O)/C=C/C(=O)OC,192.401162
CC1(C)C[C@@H]2[C@@H]1CC[C@]1(C)O[C@@H]1CCC2=C,207.4387877
COc1ccc(cc1)C(=O)c1ccccc1,159.4870599
CC(=O)Nc1ccccc1C,180.1139083
C1C=CCC=C1,208.1635606
CC1(C)OC(=O)CC(=O)O1,236.4780217
N#Cc1csc2ccccc12,161.2629104
Fc1cc(Br)c(Br)cc1F,180.8863718
FC(F)(F)c1ccc(C=O)cc1,179.0603207
NNc1c(F)c(F)c(F)c(F)c1F,183.8375467
C[C@@H]1CCc2ccccc2C1=O,176.8533715
Clc1cccc(Br)c1,188.0782525
CC(C)OC(=O)C(=C)C,202.2618384
CC(C)(C)OOC(C)(C)C,230.188499
CCCCCCCCCCCCCCCCCCBr,232.6037811
CN1C(=O)CC(=O)N(C)C1=O,211.1611711
C[Si](Cl)(Cl)c1ccccc1,194.9231207
O=c1[nH]c(=O)c2ccccc2[nH]1,167.1200794
CCCC[C@@H](Br)C(=O)OC,211.6951812
O=N(=O)/C=C/c1ccccc1,153.0350124
Fc1ccc(Oc2ccc(F)cc2)cc1,170.5142756
CCOC(=O)c1ccccc1C(=O)OCC,184.1519287
CCOC(=O)N,256.0644601
CC(C)(C)c1ccc(cc1)C(C)(C)C,191.875937
Oc1ccc2c(O)cccc2c1,151.6657878
Brc1ccc(cc1)C(=O)c1ccc(Br)cc1,161.3551542
OC(=O)CNC(=O)c1ccccc1,189.717306
Cc1ccc(cc1)S(=O)(=O)N,190.5481279
Clc1cccc(Cl)c1C#N,174.763139
CC1=CCC=CN1[O],165.1271108
OC[C@H]1CCN(CC1)Cc1ccccc1,180.2525878
CCCCCCCCCCCC,258.3787133
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,161.1286235
O=C1CCCN1,233.4364855
COC(=O)CCC(=O)O,227.2166163
O=C1CCC(=O)O1,237.2831157
Nc1ccc(F)cn1,168.7672905
Clc1cnc2ccccc2n1,159.6891178
CN(C)P(=O)(N(C)C)N(C)C,204.5497362
CCOc1ccccc1N,175.8342969
OCCCCC=C,226.5087862
OC(=O)c1ccc[nH]c1=O,153.7365675
CNc1ccccc1C(=O)O,171.8464772
NC1CCCC1,228.9780341
CC(=O)NN,228.9184207
ClC(=O)c1ccccc1,178.5018376
Cc1ccc(Cl)cc1,187.8523493
Oc1ccc2ccc(=O)oc2c1,154.2542624
COc1ccc(Cl)cc1,178.0839167
O=Cc1[nH]ccc1,169.9539101
O=N(=O)c1ccc2c(Cc3ccccc23)c1,145.9956164
C#CCCCC#N,240.821639
CC(C)c1ccc(Br)cc1,186.3601329
Cc1ccc(C(=O)O)c(N)c1C,156.2899016
c1ccc(cc1)c1nccc2ccccc12,149.6646616
CCCCCCCCC=C,225.4564536
CCC[C@@H](C)Br,231.1831007
CN(C)C[C@@H](c1ccc(O)cc1)C1(O)CCCCC1,181.7786896
CC(=O)C(=O)O,188.464798
CC[SiH2]CC,246.5219307
CC(=O)Cl,234.4386174
CCCCC#Cc1ccccc1,173.6543306
Cn1c(=O)[nH]c(cc1=O)Cl,187.1181637
COC(=O)c1ccccc1S,156.0985113
BrCCCCCCBr,230.3497688
CC(C)[C@@H](O)C#C,238.765292
COc1ccccc1C=O,163.8651902
Cc1ccc(cc1)S(=O)(=O)Nc1ccccc1,179.0383578
Nc1ccc2ccc3cccc4ccc1c2c34,124.1551657
C#CC1CC1,231.6085518
Brc1cccnc1,187.4463509
CC(=O)NNc1ccccc1,181.8954063
Cc1ccc(C)c(C)c1C,191.9732009
N[C@@H](CC(=O)N)C(=O)O,219.7724771
c1ccc2ncccc2c1,162.2851226
O=C(C1CC1)C1CC1,214.8390013
IC1CCCCC1,191.1342213
COC(=O)c1cc(=O)[nH]o1,172.8711994
CCOC(=O)CCCBr,234.1003901
COc1ccccc1O,184.9482376
COc1c(C)cccc1C,196.3099156
O=C1c2ccccc2c2ccccc12,142.1389461
Cc1cc(C)c2NC(=O)C(=O)c2c1,137.3284621
CCCCOC(=O)/C=C/C,203.0393221
Cc1ccc(Br)c2ccccc12,151.0646341
Nc1ccc(F)cc1C(=O)O,173.3393211
Nc1ccccc1O,182.3854909
Cln1c(=O)n(Cl)c(=O)n(Cl)c1=O,196.0300465
CC[Si](Br)(CC)CC,233.6090505
OC(=O)c1ccccc1C(=O)c1ccccc1,172.1094035
OC(=O)CC1CCCCC1,249.296148
CCOC(=O)C#Cc1ccccc1,167.4564242
CC(=O)c1ccncc1,178.9392114
CC(=O)CCC(=O)C,219.2133666
CC(C)(C)C#C,243.3567753
CNc1ccc(F)cc1,166.0771594
CC(=O)C1CCCCC1,213.6793647
N[C@H](COCc1ccccc1)C(=O)O,199.6576761
C[C@@H](Cc1ccc2OCOc2c1)C=O,174.2234813
Cn1cccc1C(=O)O,181.9167416
[nH]1c2ccccc2c2ccccc12,156.037643
F[Si](F)(F)c1ccccc1,195.3165688
Fc1c(F)c(F)c(c(F)c1F)C(=O)c1c(F)c(F)c(F)c(F)c1F,162.8429781
o1ccc2ccccc12,175.8989303
NC1(CCCC1)C(=O)O,231.1824732
CC[C@@H](C)[C@@H](NC(=O)C)C(=O)O,223.2036963
Brc1ccc(cc1)C#C,168.6574765
CCCCOC=C,223.251387
CCCCCCCCCCCCN,229.2415879
Nc1ccc(Br)cc1,169.3715817
COc1cc(/C=C/C=O)ccc1O,142.5016463
COc1cccc(CCl)c1,183.4309208
BrCC(=O)c1ccc(Br)cc1,162.8134851
Cn1cncc1N(=O)=O,170.821755
CN(C)c1ccccn1,166.7297688
Cc1ccc(O)c(c1)C(=O)O,173.2301345
O=S(=O)(Sc1ccccc1)c1ccccc1,169.2937706
O=C1CCCCCCCCCCC1,212.5090604
CC(C)(C)c1ccc(cc1)C(=O)O,184.5265516
CCOC(=O)COc1ccccc1,187.0058396
O=N(=O)c1cccc2cnccc12,147.7570342
COP(=O)(OC)OC,271.3700321
Nc1cncc(Cl)n1,168.0556953
C[Si@@](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,186.4486116
COC(=O)[C@@H](C)Br,212.8554454
N[C@H](CO)c1ccccc1,197.49026
COc1ccccc1CC(=O)O,187.5593026
CCCCCCCCCCCCCCCC,258.4364441
C[C@H]1CC(=O)CC(C)(C)C1,207.6502582
Clc1ccc(I)cc1,179.8848675
c1ccc(cc1)c1cccnc1,171.1612374
COc1ccc(/C=C/C)cc1,159.9721244
CCCCc1ccc(N)cc1,172.7036545
COc1ccncc1,201.9248661
COC(=O)Cc1cccc(C)c1,193.9768371
COc1cc(C)cc(C)c1,184.5786348
COc1ccc(Br)cc1,176.9054548
CCOC(=O)C[N][C],255.012755
C(NCc1ccccn1)c1ccccn1,178.7308784
OCc1cccc(Br)c1,188.1253157
CCCC[C@@H](CC)[C@@H](O)C#C,237.930705
O[C@@](c1ccccc1)(c1ccccc1)c1ccccc1,184.9225097
Cc1ccccc1NC(=O)C(C)(C)C,179.6959873
CCOC(=O)c1ccc(cc1)C#N,174.866678
CCNc1ccccc1,172.8962998
Nc1cc(F)ccc1F,178.2263612
c1ccc(cc1)C#Cc1ccccc1,150.0330093
NC1CCCCCC1,229.4869439
O=Cc1ccccc1C#N,171.3369399
CC(C)CCO[N][O],205.373028
COc1ccc2ncccc2c1,156.7762211
OC(=O)CCCc1c[nH]c2ccccc12,166.8659383
Cc1cnc(C)cn1,183.6342338
OC(=O)c1ccncc1,182.2392813
Oc1cccc(F)c1,190.9428311
COc1ccccc1C(=O)C,167.960314
Oc1c(F)cc(F)cc1F,188.5200188
o1cc2ccccc2n1,152.7482408
CCCCCCOC=O,255.9897865
Nc1cccc2ccccc12,147.1721958
FC(F)C(F)(F)Oc1ccc(Br)cc1,183.6298412
NOS(=O)(=O)O,260.975973
Oc1cccc(Br)c1,184.7593574
Cc1ccc(C=O)cc1,174.6194395
CC1=CC(=O)CCC1,189.2680096
O=C(CC#N)c1ccccc1,176.3413242
Nc1ccc(F)cc1,170.6780554
CN1CCOCC1,206.6838943
OCCCl,253.8455883
O=N(=O)c1ccc(cc1)S(=O)(=O)Cl,173.9486323
OC(=O)c1ccc(O)cc1,177.7551019
OC(=O)c1oc(cc1)C(=O)O,172.5066167
C[C@@H]1CC(=O)C=C2CC[C@H](C[C@@]12C)C(=C)C,186.8307646
C[C@@H]1NC(=O)O[C@@H]1c1ccccc1,199.3006235
CC(C)S(=O)(=O)Cl,227.9106413
C#Cc1ccccn1,177.7569845
CN(C)c1ccc(cc1)C(=O)O,161.3250338
c1ccc2ncncc2c1,163.8783679
O=N(=O)c1cc(c(Cl)cc1Cl)N(=O)=O,168.3380744
COc1ccc2ccccc2c1,156.7661809
CCOC(=O)Cc1ccc(Br)cc1,185.6629704
COC(=O)CC(=O)CCl,213.9629987
CC(=O)[C@@H]1CCc2ccccc2C1=O,172.7582478
Cc1ccc(cc1)C#N,182.4262789
N[C@@H](Cc1ccccc1)C(=O)O,197.5599135
Fc1ccc(cc1)C(=O)c1ccc(F)cc1,171.1537073
Brn1c(=O)[nH]c(=O)n(Br)c1=O,181.2038914
Nc1ccc2nc3ccccc3nc2c1N,111.3125665
O=N(=O)c1cccc(c1)C#N,174.1180598
S(c1ccccc1)c1ccccc1,167.0334832
Cc1cccc(C)c1,195.3008811
N#CSCc1ccccc1,188.7013689
CC(C)OC(=O)C(C)C,248.7778256
CCOC(=O)c1cccnc1,187.9834986
ClC(Cl)(Cl)c1ccccc1,190.2237058
CCCCCC#CC(=O)OC,210.8505541
O=S(=O)(CC#N)c1ccccc1,192.1012127
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O,165.7138317
COc1ccc2[nH]c(C)cc2c1,167.5649833
CC(=C)C(C)(C)C,222.0553548
BrN1C(=O)CCC1=O,199.9381726
Cl[P@@](=O)(c1ccccc1)c1ccccc1,180.7972656
Fc1cnc(F)c(F)c1,188.216932
N[C@@H](CCO)C(=O)O,222.8554288
O=N(=O)c1ccc(F)cc1,177.1915989
BrC1CCCCC1,230.1627711
CCCCCC(=O)CCCCC,214.1456039
O=c1[nH]c(=O)[nH]c(=O)[nH]1,245.3039358
C=Cc1ccccn1,169.4211549
CCC/C=C/CCC,219.9211967
Nc1cccc(c1N)N(=O)=O,139.2706025
Nc1cccc(c1)N(=O)=O,146.5246065
C(Nc1ccccc1)c1ccccc1,165.1691539
CC(=O)c1c(C)[nH]cc1C,176.4931813
CNCC(=O)O,228.0957564
Nc1cccc2cccc(N)c12,145.7791258
Cc1ccnc(C)c1,196.0570294
